FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,WHH,WHD,WHA
2.0,2.0,D,2.0,0.0,H,1.75,4.0,5.0,1.8,3.25,5.0
0.0,0.0,D,0.0,0.0,D,2.5,3.5,3.0,2.5,3.3,3.0
0.0,3.0,A,0.0,0.0,D,6.0,4.2,1.62,6.0,3.6,1.62
1.0,0.0,H,0.0,0.0,D,2.05,3.4,4.2,2.1,3.0,4.0
6.0,2.0,H,3.0,2.0,H,2.6,3.4,2.88,2.62,3.1,2.8
0.0,1.0,A,0.0,1.0,A,2.05,3.4,4.2,2.05,3.1,4.0
2.0,1.0,H,2.0,1.0,H,1.44,4.75,8.0,1.44,4.0,8.0
1.0,2.0,A,0.0,0.0,D,3.0,3.3,2.6,3.0,2.9,2.62
1.0,0.0,H,0.0,0.0,D,2.2,3.6,3.4,2.3,2.9,3.5
0.0,1.0,A,0.0,0.0,D,2.0,3.5,4.2,2.05,3.1,4.0
0.0,2.0,A,0.0,1.0,A,2.1,3.3,4.0,2.15,3.1,3.6
2.0,1.0,H,1.0,0.0,H,4.0,3.8,1.95,4.0,3.2,2.0
1.0,5.0,A,1.0,3.0,A,3.4,3.5,2.25,3.5,3.0,2.25
1.0,1.0,D,0.0,0.0,D,2.05,3.6,3.8,2.1,3.3,3.9
0.0,0.0,D,0.0,0.0,D,2.6,3.5,2.8,2.7,3.2,2.88
3.0,0.0,H,1.0,0.0,H,2.6,3.4,2.9,2.62,3.1,3.0
1.0,3.0,A,1.0,1.0,D,2.1,3.5,3.75,2.1,3.2,3.75
0.0,0.0,D,0.0,0.0,D,3.8,3.5,2.1,4.0,3.0,2.1
2.0,1.0,H,0.0,0.0,D,1.29,6.0,12.0,1.29,5.0,12.0
0.0,0.0,D,0.0,0.0,D,2.4,3.4,3.2,2.4,3.1,3.1
0.0,3.0,A,0.0,0.0,D,5.0,4.0,1.75,5.0,3.5,1.75
2.0,0.0,H,1.0,0.0,H,2.6,3.4,2.9,2.62,3.1,2.8
2.0,3.0,A,1.0,0.0,H,2.9,3.4,2.6,2.9,3.0,2.62
6.0,2.0,H,2.0,1.0,H,1.5,4.5,7.5,1.53,3.8,7.0
2.0,0.0,H,2.0,0.0,H,1.55,4.33,6.5,1.57,3.8,6.0
3.0,1.0,H,2.0,0.0,H,1.44,4.75,8.0,1.44,4.2,8.0
0.0,1.0,A,0.0,1.0,A,2.25,3.5,3.4,2.25,3.1,3.4
2.0,1.0,H,0.0,0.0,D,1.85,3.8,4.5,1.83,3.2,4.33
2.0,0.0,H,0.0,0.0,D,1.33,5.25,12.0,1.36,4.0,12.0
1.0,0.0,H,0.0,0.0,D,2.45,3.4,3.1,2.5,3.1,2.9
1.0,0.0,H,0.0,0.0,D,3.8,3.6,2.05,3.75,3.1,2.1
0.0,1.0,A,0.0,0.0,D,4.75,3.8,1.8,5.0,3.2,1.8
1.0,1.0,D,1.0,1.0,D,2.6,3.5,2.8,2.62,3.1,2.8
1.0,1.0,D,0.0,1.0,A,1.73,4.0,5.0,1.75,3.4,5.0
0.0,0.0,D,0.0,0.0,D,7.5,5.0,1.44,8.0,4.0,1.44
1.0,2.0,A,1.0,1.0,D,1.67,3.8,6.0,1.7,3.2,6.0
1.0,0.0,H,0.0,0.0,D,1.4,5.0,9.0,1.4,4.5,8.0
4.0,0.0,H,3.0,0.0,H,1.57,4.2,6.5,1.57,3.8,6.0
1.0,4.0,A,1.0,3.0,A,1.7,4.0,5.5,1.7,3.5,5.5
0.0,3.0,A,0.0,1.0,A,2.88,3.6,2.5,2.75,3.25,2.6
0.0,1.0,A,0.0,1.0,A,1.57,4.0,7.0,1.62,3.5,6.5
2.0,2.0,D,2.0,2.0,D,1.91,3.6,4.5,1.95,3.1,4.5
1.0,2.0,A,0.0,1.0,A,4.33,3.4,2.0,4.0,3.1,2.05
2.0,1.0,H,2.0,1.0,H,7.0,4.33,1.53,6.5,4.0,1.53
4.0,1.0,H,2.0,0.0,H,1.57,4.2,6.5,1.6,3.75,6.0
0.0,1.0,A,0.0,0.0,D,1.57,4.0,7.0,1.6,3.4,7.0
2.0,3.0,A,1.0,1.0,D,2.75,3.3,2.8,2.7,3.1,2.7
3.0,3.0,D,0.0,2.0,A,2.9,3.6,2.5,2.9,3.2,2.5
5.0,1.0,H,3.0,1.0,H,1.7,3.9,5.5,1.73,3.5,5.0
1.0,1.0,D,1.0,1.0,D,3.1,3.5,2.4,3.1,3.1,2.4
3.0,1.0,H,2.0,0.0,H,1.6,4.33,6.0,1.57,3.8,6.0
2.0,0.0,H,0.0,0.0,D,3.2,3.3,2.45,3.1,3.1,2.4
1.0,0.0,H,0.0,0.0,D,1.44,4.75,8.0,1.5,4.0,7.0
1.0,1.0,D,1.0,1.0,D,6.0,4.2,1.62,5.5,4.0,1.57
0.0,0.0,D,0.0,0.0,D,2.6,3.4,2.9,2.5,3.2,2.9
1.0,1.0,D,1.0,0.0,H,2.05,3.5,4.0,2.05,3.3,3.75
3.0,1.0,H,1.0,1.0,D,1.29,6.0,13.0,1.29,5.0,12.0
0.0,1.0,A,0.0,0.0,D,1.36,5.25,9.5,1.36,4.5,9.0
0.0,0.0,D,0.0,0.0,D,1.44,4.5,9.0,1.44,3.8,9.0
1.0,1.0,D,0.0,1.0,A,1.5,4.5,7.5,1.53,3.6,7.5
2.0,0.0,H,2.0,0.0,H,5.25,4.0,1.7,5.5,3.4,1.7
0.0,3.0,A,0.0,2.0,A,2.7,3.4,2.75,2.8,3.1,2.62
2.0,0.0,H,1.0,0.0,H,2.15,3.5,3.6,2.15,3.1,3.6
1.0,1.0,D,1.0,1.0,D,4.75,3.6,1.85,4.5,3.1,1.91
2.0,0.0,H,0.0,0.0,D,5.75,4.33,1.62,5.5,3.75,1.62
1.0,1.0,D,0.0,0.0,D,2.1,3.6,3.75,2.0,3.3,3.75
2.0,1.0,H,1.0,1.0,D,3.4,3.4,2.3,3.2,3.2,2.3
1.0,0.0,H,1.0,0.0,H,2.6,3.3,3.0,2.5,3.1,3.0
2.0,1.0,H,1.0,0.0,H,1.3,6.0,11.0,1.33,4.8,10.0
1.0,1.0,D,0.0,1.0,A,2.9,3.5,2.55,2.9,3.2,2.5
0.0,1.0,A,0.0,1.0,A,2.9,3.3,2.63,2.75,3.0,2.75
0.0,0.0,D,0.0,0.0,D,2.63,3.3,2.9,2.62,3.1,2.8
0.0,2.0,A,0.0,2.0,A,6.5,4.2,1.57,6.5,3.75,1.57
2.0,2.0,D,1.0,1.0,D,1.4,4.75,10.0,1.4,4.33,9.0
1.0,2.0,A,1.0,0.0,H,1.36,5.5,9.0,1.4,4.33,9.0
2.0,1.0,H,1.0,0.0,H,3.2,3.5,2.35,3.2,3.2,2.3
3.0,1.0,H,2.0,0.0,H,1.33,5.25,12.0,1.3,5.0,11.0
2.0,3.0,A,1.0,1.0,D,2.1,3.75,3.6,2.1,3.3,3.5
1.0,2.0,A,0.0,1.0,A,1.45,4.5,8.5,1.44,4.2,8.0
1.0,1.0,D,1.0,0.0,H,2.05,3.5,4.0,2.0,3.2,4.0
0.0,2.0,A,0.0,2.0,A,2.7,3.4,2.8,2.7,3.1,2.7
1.0,2.0,A,0.0,1.0,A,2.5,3.2,3.2,2.4,3.1,3.1
1.0,2.0,A,0.0,0.0,D,2.55,3.3,3.0,2.6,3.1,2.8
0.0,0.0,D,0.0,0.0,D,2.1,3.4,3.9,2.15,3.25,3.5
3.0,0.0,H,2.0,0.0,H,4.2,3.6,1.95,4.0,3.2,2.0
2.0,1.0,H,2.0,0.0,H,2.45,3.5,3.0,2.4,3.1,3.1
1.0,1.0,D,0.0,1.0,A,2.63,3.25,2.75,2.7,3.1,2.7
0.0,0.0,D,0.0,0.0,D,2.4,3.3,3.0,2.5,3.2,2.9
2.0,2.0,D,1.0,1.0,D,1.44,4.5,7.5,1.44,4.2,8.0
1.0,0.0,H,0.0,0.0,D,1.91,3.8,3.8,1.95,3.5,3.8
4.0,1.0,H,3.0,0.0,H,1.2,7.0,13.0,1.22,6.0,13.0
0.0,1.0,A,0.0,0.0,D,3.2,3.5,2.2,3.25,3.3,2.25
4.0,0.0,H,1.0,0.0,H,3.6,3.5,2.05,3.6,3.3,2.1
2.0,0.0,H,2.0,0.0,H,3.25,3.2,2.3,3.1,3.1,2.4
1.0,0.0,H,1.0,0.0,H,1.91,3.4,4.5,2.05,3.1,4.0
3.0,0.0,H,2.0,0.0,H,1.4,4.75,8.0,1.44,4.2,8.0
2.0,0.0,H,1.0,0.0,H,1.44,4.75,8.0,1.36,4.8,8.5
0.0,0.0,D,0.0,0.0,D,2.1,3.4,4.0,1.91,3.5,4.0
3.0,4.0,A,1.0,2.0,A,1.95,3.6,4.2,1.95,3.5,3.8
0.0,0.0,D,0.0,0.0,D,2.6,3.3,3.0,2.62,3.1,3.0
2.0,0.0,H,1.0,0.0,H,2.05,3.6,3.8,2.05,3.4,3.6
1.0,2.0,A,1.0,1.0,D,3.75,3.5,2.1,3.5,3.25,2.15
1.0,0.0,H,0.0,0.0,D,2.2,3.25,3.75,2.25,3.2,3.3
2.0,1.0,H,0.0,1.0,A,3.6,3.4,2.2,3.4,3.2,2.2
0.0,0.0,D,0.0,0.0,D,4.33,4.0,1.85,3.75,3.75,1.91
0.0,1.0,A,0.0,0.0,D,5.5,3.9,1.7,4.75,3.6,1.75
1.0,0.0,H,0.0,0.0,D,1.29,6.5,11.0,1.3,5.0,11.0
0.0,0.0,D,0.0,0.0,D,1.91,3.75,4.33,1.95,3.4,4.0
2.0,1.0,H,0.0,0.0,D,1.55,4.2,7.0,1.57,3.6,7.0
1.0,0.0,H,0.0,0.0,D,3.2,3.4,2.4,3.1,3.2,2.38
3.0,1.0,H,1.0,0.0,H,2.5,3.25,3.2,2.4,3.1,3.1
1.0,2.0,A,0.0,0.0,D,5.0,4.0,1.75,5.0,3.6,1.73
2.0,1.0,H,0.0,0.0,D,2.8,3.2,2.8,2.8,3.1,2.62
2.0,0.0,H,1.0,0.0,H,4.0,3.5,2.05,3.8,3.4,2.0
0.0,3.0,A,0.0,1.0,A,3.8,3.5,2.1,3.75,3.2,2.1
1.0,1.0,D,1.0,1.0,D,2.8,3.5,2.63,2.7,3.1,2.7
1.0,0.0,H,0.0,0.0,D,3.2,3.25,2.45,3.1,3.0,2.5
1.0,3.0,A,1.0,0.0,H,2.0,3.6,4.0,2.0,3.4,3.8
3.0,3.0,D,1.0,2.0,A,5.0,3.7,1.8,5.0,3.3,1.8
2.0,2.0,D,1.0,1.0,D,1.44,4.5,9.0,1.44,4.2,8.0
3.0,3.0,D,2.0,2.0,D,2.88,3.4,2.6,2.9,3.2,2.5
0.0,0.0,D,0.0,0.0,D,1.53,4.75,6.0,1.53,4.0,6.5
2.0,0.0,H,1.0,0.0,H,1.95,3.5,4.33,2.0,3.2,4.0
3.0,1.0,H,0.0,0.0,D,2.05,3.3,4.2,2.05,3.1,4.0
2.0,4.0,A,2.0,1.0,H,1.8,3.6,5.25,1.8,3.4,4.8
0.0,1.0,A,0.0,0.0,D,1.75,3.8,5.25,1.8,3.5,4.5
1.0,1.0,D,0.0,1.0,A,3.6,3.4,2.2,3.4,3.1,2.25
3.0,0.0,H,1.0,0.0,H,1.91,3.6,4.5,1.95,3.1,4.33
3.0,3.0,D,0.0,0.0,D,1.83,3.75,4.75,1.75,3.5,4.8
4.0,0.0,H,2.0,0.0,H,1.4,5.25,8.5,1.4,4.2,9.0
2.0,1.0,H,2.0,0.0,H,2.5,3.4,3.0,2.62,3.1,2.75
3.0,0.0,H,2.0,0.0,H,1.73,3.75,5.5,1.75,3.25,5.5
4.0,1.0,H,1.0,1.0,D,1.36,5.25,9.5,1.4,4.0,10.0
0.0,1.0,A,0.0,0.0,D,2.3,3.25,3.5,2.4,3.1,3.1
0.0,0.0,D,0.0,0.0,D,4.33,3.6,1.95,4.33,3.1,1.95
1.0,0.0,H,1.0,0.0,H,2.38,3.25,3.4,2.5,3.1,2.9
1.0,3.0,A,1.0,0.0,H,3.6,3.5,2.15,3.3,3.3,2.2
3.0,0.0,H,1.0,0.0,H,2.1,3.5,3.8,2.05,3.25,3.8
0.0,1.0,A,0.0,0.0,D,1.91,3.5,4.75,1.91,3.2,4.5
4.0,5.0,A,2.0,1.0,H,4.33,3.5,1.95,4.33,3.25,1.91
1.0,1.0,D,1.0,1.0,D,3.0,3.4,2.5,3.0,3.0,2.5
2.0,1.0,H,0.0,0.0,D,2.05,3.5,4.0,2.1,3.2,3.75
0.0,0.0,D,0.0,0.0,D,2.1,3.3,4.0,2.1,3.0,4.0
2.0,2.0,D,1.0,1.0,D,5.0,4.0,1.73,5.0,3.6,1.73
0.0,1.0,A,0.0,1.0,A,2.1,3.5,3.9,2.1,3.2,3.75
1.0,2.0,A,1.0,2.0,A,1.73,3.8,5.5,1.67,3.6,5.5
0.0,0.0,D,0.0,0.0,D,1.75,3.75,5.25,1.8,3.2,5.0
1.0,2.0,A,1.0,1.0,D,2.45,3.3,3.2,2.5,3.1,3.0
2.0,0.0,H,0.0,0.0,D,2.63,3.4,2.88,2.62,3.1,2.8
3.0,0.0,H,2.0,0.0,H,1.7,3.75,5.75,1.67,3.5,6.0
0.0,3.0,A,0.0,2.0,A,4.5,3.75,1.85,4.5,3.4,1.83
0.0,1.0,A,0.0,1.0,A,8.0,4.75,1.45,7.0,4.0,1.5
1.0,1.0,D,0.0,0.0,D,2.63,3.1,3.1,2.62,3.0,2.9
2.0,0.0,H,0.0,0.0,D,1.91,3.5,4.75,1.91,3.2,4.33
3.0,0.0,H,1.0,0.0,H,1.65,4.2,5.5,1.67,3.8,5.0
0.0,0.0,D,0.0,0.0,D,4.33,3.5,1.95,4.0,3.25,2.0
2.0,0.0,H,1.0,0.0,H,2.45,3.2,3.3,2.4,3.1,3.1
2.0,2.0,D,0.0,0.0,D,1.44,4.75,8.5,1.44,4.2,8.0
1.0,3.0,A,0.0,1.0,A,1.62,4.2,6.0,1.62,3.6,6.0
1.0,0.0,H,1.0,0.0,H,2.15,3.4,3.8,2.2,3.3,3.3
1.0,0.0,H,1.0,0.0,H,1.73,3.8,5.5,1.75,3.5,5.0
0.0,3.0,A,0.0,3.0,A,2.7,3.4,2.8,2.62,3.1,2.8
1.0,1.0,D,1.0,0.0,H,2.25,3.3,3.6,2.25,3.1,3.4
1.0,0.0,H,0.0,0.0,D,1.5,4.33,8.0,1.5,4.0,7.0
0.0,2.0,A,0.0,2.0,A,3.8,3.5,2.1,4.0,3.2,2.0
1.0,1.0,D,0.0,0.0,D,2.15,3.3,3.9,2.1,3.1,3.8
1.0,3.0,A,0.0,1.0,A,2.05,3.4,4.1,2.05,3.1,4.0
5.0,1.0,H,3.0,0.0,H,1.44,4.75,8.0,1.44,4.2,8.0
1.0,2.0,A,1.0,1.0,D,2.25,3.3,3.6,2.3,3.1,3.3
0.0,1.0,A,0.0,1.0,A,1.53,4.2,7.5,1.53,3.75,7.0
2.0,2.0,D,0.0,0.0,D,2.38,3.4,3.25,2.5,3.2,2.9
2.0,1.0,H,1.0,1.0,D,5.25,3.75,1.75,5.0,3.3,1.8
0.0,1.0,A,0.0,0.0,D,3.2,3.25,2.5,3.0,3.1,2.5
2.0,1.0,H,0.0,1.0,A,1.75,4.0,5.0,1.75,3.8,4.5
0.0,6.0,A,0.0,2.0,A,4.75,3.6,1.85,4.5,3.4,1.85
1.0,2.0,A,0.0,0.0,D,2.1,3.75,3.6,2.1,3.3,3.6
1.0,0.0,H,0.0,0.0,D,1.5,4.33,6.0,1.5,4.2,6.5
1.0,2.0,A,1.0,0.0,H,2.8,3.25,2.5,2.75,3.2,2.62
2.0,1.0,H,0.0,0.0,D,1.62,3.75,5.5,1.67,3.4,6.0
0.0,0.0,D,0.0,0.0,D,2.38,3.25,3.0,2.38,3.25,3.0
3.0,2.0,H,3.0,0.0,H,2.6,3.1,2.8,2.6,3.0,2.9
1.0,0.0,H,1.0,0.0,H,1.8,3.5,4.5,1.83,3.6,4.2
2.0,1.0,H,0.0,1.0,A,1.4,4.2,9.0,1.44,4.2,7.5
3.0,2.0,H,2.0,1.0,H,3.0,3.25,2.38,3.3,3.2,2.25
1.0,3.0,A,0.0,2.0,A,4.5,3.6,1.91,4.5,3.4,1.85
2.0,0.0,H,1.0,0.0,H,2.9,3.25,2.7,2.88,3.1,2.62
2.0,2.0,D,2.0,1.0,H,1.73,3.8,5.5,1.7,3.5,5.5
1.0,2.0,A,0.0,2.0,A,5.25,4.0,1.7,5.5,3.6,1.67
2.0,2.0,D,1.0,0.0,H,2.5,3.3,3.1,2.5,3.1,3.0
1.0,2.0,A,1.0,1.0,D,1.36,5.25,10.0,1.36,4.8,8.5
3.0,0.0,H,2.0,0.0,H,2.63,3.4,2.88,2.62,3.2,2.8
1.0,0.0,H,0.0,0.0,D,1.67,3.8,6.0,1.67,3.4,6.0
1.0,0.0,H,0.0,0.0,D,2.0,3.5,4.2,1.95,3.4,4.0
1.0,0.0,H,1.0,0.0,H,4.0,3.6,2.0,4.0,3.2,2.0
1.0,1.0,D,1.0,0.0,H,1.5,4.5,7.5,1.53,3.75,7.0
2.0,3.0,A,1.0,0.0,H,1.73,4.0,5.0,1.75,3.5,5.0
4.0,0.0,H,0.0,0.0,D,1.22,7.0,15.0,1.22,5.5,17.0
1.0,3.0,A,0.0,1.0,A,2.63,3.4,2.88,2.62,3.1,2.8
1.0,1.0,D,0.0,0.0,D,1.6,4.0,6.5,1.62,3.6,6.0
1.0,0.0,H,0.0,0.0,D,2.05,3.5,4.0,2.05,3.1,4.0
2.0,2.0,D,0.0,1.0,A,2.38,3.4,3.25,2.4,3.1,3.1
0.0,1.0,A,0.0,0.0,D,3.0,3.4,2.55,2.8,3.1,2.62
1.0,2.0,A,0.0,0.0,D,3.8,3.5,2.1,3.75,3.1,2.15
1.0,0.0,H,0.0,0.0,D,4.33,3.4,2.0,4.0,3.2,2.0
3.0,2.0,H,1.0,1.0,D,1.95,3.5,4.33,2.0,3.2,4.0
0.0,0.0,D,0.0,0.0,D,6.0,4.2,1.6,6.0,3.6,1.62
1.0,2.0,A,0.0,2.0,A,2.7,3.2,2.9,2.7,3.1,2.7
0.0,2.0,A,0.0,1.0,A,7.5,4.5,1.5,7.0,4.0,1.5
1.0,0.0,H,1.0,0.0,H,1.57,4.33,6.25,1.62,3.6,6.0
2.0,2.0,D,1.0,1.0,D,1.75,3.8,5.25,1.73,3.6,5.0
0.0,1.0,A,0.0,1.0,A,3.0,3.4,2.5,3.0,3.1,2.5
0.0,2.0,A,0.0,2.0,A,2.7,3.5,2.7,2.5,3.6,2.6
1.0,0.0,H,0.0,0.0,D,1.67,3.8,6.0,1.67,3.4,6.0
1.0,2.0,A,0.0,1.0,A,2.4,3.25,3.3,2.5,3.0,3.1
0.0,1.0,A,0.0,0.0,D,2.25,3.3,3.6,2.25,3.2,3.3
0.0,1.0,A,0.0,1.0,A,1.83,3.75,4.75,1.85,3.4,4.5
1.0,1.0,D,0.0,1.0,A,2.1,3.5,3.8,2.2,3.1,3.5
3.0,2.0,H,0.0,2.0,A,2.63,3.4,2.88,2.75,3.0,2.75
3.0,0.0,H,2.0,0.0,H,1.53,4.33,7.0,1.57,3.75,6.5
4.0,0.0,H,2.0,0.0,H,1.36,5.25,10.0,1.36,4.8,8.5
0.0,4.0,A,0.0,2.0,A,6.5,4.33,1.57,6.5,3.75,1.57
0.0,4.0,A,0.0,3.0,A,3.75,3.6,2.1,3.75,3.3,2.05
1.0,1.0,D,0.0,0.0,D,2.5,3.4,3.0,2.6,3.0,2.9
3.0,2.0,H,1.0,0.0,H,2.2,3.4,3.6,2.25,3.25,3.2
2.0,2.0,D,1.0,0.0,H,2.2,3.4,3.6,2.2,3.3,3.3
0.0,0.0,D,0.0,0.0,D,2.1,3.3,4.0,2.05,3.1,4.0
2.0,2.0,D,2.0,1.0,H,1.95,3.6,4.2,2.0,3.2,4.0
1.0,0.0,H,1.0,0.0,H,2.25,3.4,3.5,2.3,3.2,3.2
1.0,0.0,H,0.0,0.0,D,2.1,3.5,3.75,2.1,3.1,3.8
1.0,2.0,A,0.0,1.0,A,3.4,3.2,2.2,3.5,3.25,2.15
1.0,0.0,H,0.0,0.0,D,2.05,3.4,3.6,2.0,3.4,3.8
2.0,1.0,H,1.0,1.0,D,1.33,5.0,9.0,1.33,4.8,10.0
3.0,1.0,H,2.0,0.0,H,1.53,4.0,6.0,1.57,3.75,6.5
1.0,0.0,H,1.0,0.0,H,3.75,3.4,2.0,3.8,3.3,2.0
1.0,1.0,D,1.0,1.0,D,3.4,3.3,2.15,3.5,3.25,2.15
3.0,3.0,D,2.0,2.0,D,3.6,3.5,2.0,3.5,3.6,2.0
4.0,1.0,H,2.0,1.0,H,1.55,4.0,5.75,1.6,3.75,6.0
0.0,2.0,A,0.0,0.0,D,3.4,3.4,2.1,3.5,3.25,2.15
3.0,0.0,H,0.0,0.0,D,1.91,3.5,4.0,1.95,3.5,3.8
0.0,0.0,D,0.0,0.0,D,2.9,3.4,2.6,2.8,3.1,2.6
0.0,3.0,A,0.0,1.0,A,2.75,3.4,2.7,2.7,3.1,2.7
1.0,1.0,D,0.0,0.0,D,2.7,3.4,2.8,2.7,3.1,2.7
1.0,0.0,H,1.0,0.0,H,1.22,7.0,17.0,1.25,5.5,13.0
3.0,0.0,H,1.0,0.0,H,2.3,3.4,3.4,2.3,3.2,3.2
0.0,3.0,A,0.0,1.0,A,2.4,3.3,3.25,2.4,3.1,3.1
0.0,1.0,A,0.0,1.0,A,2.4,3.2,3.4,2.4,3.1,3.1
1.0,1.0,D,1.0,0.0,H,1.33,5.75,9.5,1.35,4.8,9.0
1.0,2.0,A,0.0,2.0,A,3.6,3.5,2.15,3.5,3.25,2.15
2.0,2.0,D,1.0,0.0,H,1.95,3.6,4.2,1.91,3.3,4.2
0.0,4.0,A,0.0,1.0,A,4.5,3.75,1.85,4.5,3.4,1.85
1.0,1.0,D,1.0,1.0,D,6.0,4.5,1.57,6.0,3.8,1.57
4.0,0.0,H,2.0,0.0,H,1.73,4.0,5.0,1.7,3.6,5.0
2.0,0.0,H,1.0,0.0,H,1.53,4.33,7.0,1.53,3.8,7.0
3.0,1.0,H,2.0,0.0,H,1.57,4.33,6.5,1.53,4.0,6.5
2.0,0.0,H,2.0,0.0,H,1.29,6.0,13.0,1.29,5.0,12.0
2.0,4.0,A,1.0,2.0,A,7.5,4.2,1.53,7.0,3.6,1.57
1.0,4.0,A,1.0,2.0,A,3.1,3.5,2.4,3.1,3.1,2.4
2.0,2.0,D,2.0,0.0,H,1.57,4.5,6.0,1.6,4.0,5.5
4.0,0.0,H,2.0,0.0,H,1.3,6.0,11.0,1.33,5.0,9.0
4.0,0.0,H,2.0,0.0,H,1.75,3.7,5.5,1.75,3.5,5.0
0.0,0.0,D,0.0,0.0,D,4.5,4.0,1.8,4.5,3.5,1.8
1.0,1.0,D,1.0,0.0,H,1.22,7.0,15.0,1.25,5.5,13.0
1.0,0.0,H,0.0,0.0,D,1.29,6.5,11.0,1.29,5.0,12.0
2.0,1.0,H,1.0,1.0,D,2.0,3.8,3.8,2.05,3.1,4.0
1.0,0.0,H,0.0,0.0,D,2.0,3.6,4.0,2.05,3.1,4.0
1.0,1.0,D,0.0,0.0,D,2.75,3.3,2.8,2.62,3.1,2.8
3.0,2.0,H,1.0,1.0,D,1.7,3.8,5.75,1.7,3.5,5.5
0.0,3.0,A,0.0,2.0,A,4.0,3.4,2.1,3.7,3.2,2.1
1.0,1.0,D,1.0,1.0,D,2.1,3.4,3.9,2.15,3.1,3.6
4.0,2.0,H,2.0,1.0,H,2.8,3.4,2.7,2.75,3.1,2.7
3.0,1.0,H,2.0,0.0,H,3.1,3.5,2.4,3.1,3.1,2.4
2.0,2.0,D,0.0,2.0,A,2.75,3.6,2.63,2.75,3.1,2.7
0.0,0.0,D,0.0,0.0,D,5.75,4.2,1.65,6.0,3.6,1.62
1.0,1.0,D,0.0,1.0,A,1.95,3.6,4.2,1.91,3.2,4.33
2.0,1.0,H,0.0,1.0,A,2.05,3.5,3.9,2.1,3.25,3.6
3.0,1.0,H,2.0,0.0,H,1.91,4.0,4.0,1.91,3.2,4.33
0.0,1.0,A,0.0,0.0,D,4.5,3.6,1.91,4.5,3.1,1.91
3.0,2.0,H,1.0,2.0,A,3.0,3.5,2.45,3.0,3.2,2.38
1.0,4.0,A,0.0,2.0,A,1.44,4.75,8.0,1.44,4.33,7.0
2.0,0.0,H,1.0,0.0,H,1.5,4.5,7.5,1.5,4.0,7.0
2.0,2.0,D,1.0,1.0,D,2.5,3.6,2.9,2.5,3.1,2.9
1.0,2.0,A,1.0,1.0,D,2.05,3.6,3.9,1.91,3.4,4.0
3.0,2.0,H,1.0,0.0,H,3.0,3.5,2.45,3.0,3.25,2.4
1.0,1.0,D,0.0,1.0,A,2.0,3.8,3.8,1.95,3.5,3.75
4.0,2.0,H,3.0,1.0,H,1.83,3.75,4.75,1.8,3.3,5.0
3.0,0.0,H,2.0,0.0,H,1.75,4.0,5.0,1.73,3.5,5.0
4.0,0.0,H,1.0,0.0,H,1.17,9.0,17.0,1.14,7.5,19.0
1.0,1.0,D,0.0,0.0,D,2.3,3.75,3.1,2.3,3.3,3.1
3.0,0.0,H,2.0,0.0,H,1.8,4.0,4.5,1.75,3.75,4.5
5.0,1.0,H,2.0,0.0,H,4.5,4.0,1.8,4.5,3.4,1.83
4.0,1.0,H,1.0,0.0,H,1.36,5.5,9.0,1.36,4.8,8.0
2.0,1.0,H,0.0,1.0,A,3.5,3.6,2.15,3.5,3.1,2.2
1.0,1.0,D,1.0,1.0,D,6.0,4.75,1.53,5.5,4.33,1.53
2.0,2.0,D,0.0,1.0,A,2.05,3.75,3.7,1.95,3.75,3.6
1.0,1.0,D,1.0,1.0,D,2.4,3.6,3.0,2.4,3.1,3.1
3.0,1.0,H,1.0,0.0,H,1.67,4.2,5.25,1.67,4.0,4.75
0.0,1.0,A,0.0,0.0,D,2.4,3.3,3.25,2.5,3.2,2.9
0.0,1.0,A,0.0,0.0,D,2.0,3.3,4.5,2.05,3.1,4.0
1.0,1.0,D,1.0,0.0,H,3.2,3.4,2.4,3.1,3.1,2.4
2.0,1.0,H,1.0,0.0,H,4.5,3.6,1.91,4.2,3.25,1.95
2.0,1.0,H,1.0,0.0,H,1.25,6.5,15.0,1.25,5.5,13.0
1.0,1.0,D,1.0,0.0,H,2.38,3.2,3.4,2.4,3.1,3.1
1.0,1.0,D,0.0,1.0,A,1.8,3.75,5.0,1.83,3.4,4.5
3.0,4.0,A,1.0,1.0,D,2.4,3.5,3.1,2.5,3.1,3.0
1.0,3.0,A,0.0,1.0,A,4.75,3.6,1.85,4.5,3.4,1.85
2.0,1.0,H,0.0,0.0,D,1.65,4.0,6.0,1.67,3.6,5.5
2.0,0.0,H,1.0,0.0,H,1.53,4.2,7.5,1.44,4.33,7.5
2.0,0.0,H,2.0,0.0,H,6.5,4.2,1.57,7.0,3.5,1.57
0.0,0.0,D,0.0,0.0,D,2.88,3.6,2.5,2.88,3.2,2.5
1.0,4.0,A,0.0,2.0,A,5.5,3.8,1.73,5.0,3.5,1.73
0.0,2.0,A,0.0,0.0,D,1.8,3.6,5.25,1.83,3.2,4.8
1.0,0.0,H,0.0,0.0,D,1.45,4.75,8.0,1.5,3.6,8.5
1.0,2.0,A,0.0,0.0,D,5.5,3.8,1.73,5.5,3.3,1.73
1.0,2.0,A,1.0,1.0,D,3.0,3.25,2.6,2.7,3.2,2.62
1.0,2.0,A,0.0,2.0,A,2.55,3.2,3.1,2.6,3.2,2.75
1.0,0.0,H,0.0,0.0,D,1.95,3.75,4.0,1.91,3.2,4.33
3.0,0.0,H,2.0,0.0,H,1.25,5.5,15.0,1.29,5.0,12.0
